"","Country_Region","Confirmed","Deaths","Recovered","Date","Region"
"13106","Liberia",1507,82,1314,"11-15-2020","West"
"13107","Libya",73602,1017,44133,"11-15-2020","North"
"13108","Madagascar",17310,250,16592,"11-15-2020","East"
"13109","Malawi",5965,185,5399,"11-15-2020","South"
"13110","Mali",3900,141,2949,"11-15-2020","West"
"13111","Mauritania",7952,165,7524,"11-15-2020","North"
"13112","Mauritius",478,10,431,"11-15-2020","East"
"13113","Morocco",293177,4779,238598,"11-15-2020","North"
"13114","Mozambique",14448,113,12505,"11-15-2020","South"
"13115","Namibia",13508,138,12680,"11-15-2020","South"
"13116","Niger",1307,70,1148,"11-15-2020","West"
"13117","Nigeria",65148,1163,61073,"11-15-2020","West"
"13118","Rwanda",5455,45,4995,"11-15-2020","East"
"13119","Sao Tome and Principe",965,16,917,"11-15-2020","Central"
"13120","Senegal",15793,328,15416,"11-15-2020","West"
"13121","Seychelles",160,0,157,"11-15-2020","East"
"13122","Sierra Leone",2391,74,1820,"11-15-2020","West"
"13123","Somalia",4301,107,3330,"11-15-2020","East"
"13124","South Africa",751024,20241,693467,"11-15-2020","South"
"13125","South Sudan",3003,59,1290,"11-15-2020","East"
"13126","Sudan",14626,1116,9571,"11-15-2020","East"
"13127","Tanzania",509,21,183,"11-15-2020","East"
"13128","Togo",2675,61,1920,"11-15-2020","West"
"13129","Tunisia",80404,2345,54362,"11-15-2020","North"
"13130","Uganda",16020,145,8038,"11-15-2020","East"
"13131","Zambia",17123,353,16137,"11-15-2020","South"
"13132","Zimbabwe",8829,257,8096,"11-15-2020","West"
"13133","Algeria",68589,2168,45148,"11-16-2020","North"
"13134","Angola",13615,324,6523,"11-16-2020","South"
"13135","Benin",2884,43,2579,"11-16-2020","West"
"13136","Botswana",9103,30,6801,"11-16-2020","South"
"13137","Burkina Faso",2652,68,2454,"11-16-2020","West"
"13138","Burundi",630,1,549,"11-16-2020","Central"
"13139","Cabo Verde",9840,103,9386,"11-16-2020","West"
"13140","Cameroon",22692,433,21510,"11-16-2020","Central"
"13141","Central African Republic",4900,63,1924,"11-16-2020","Central"
"13142","Chad",1603,101,1448,"11-16-2020","Central"
"13143","Comoros",579,7,549,"11-16-2020","East"
"13144","Congo (Brazzaville)",5515,92,3887,"11-16-2020","Central"
"13145","Congo (Kinshasa)",11839,321,11124,"11-16-2020","Central"
"13146","Cote d'Ivoire",20988,128,20663,"11-16-2020","West"
"13147","Djibouti",5655,61,5542,"11-16-2020","East"
"13148","Egypt",111009,6465,101179,"11-16-2020","North"
"13149","Equatorial Guinea",5104,85,4973,"11-16-2020","Central"
"13150","Eritrea",518,0,451,"11-16-2020","East"
"13151","Eswatini",6105,119,5790,"11-16-2020","South"
"13152","Ethiopia",103056,1581,64130,"11-16-2020","East"
"13153","Gabon",9084,58,8957,"11-16-2020","Central"
"13154","Gambia",3705,122,3573,"11-16-2020","West"
"13155","Ghana",50376,323,48626,"11-16-2020","West"
"13156","Guinea",12624,75,11270,"11-16-2020","West"
"13157","Guinea-Bissau",2419,43,2255,"11-16-2020","West"
"13158","Kenya",70804,1287,46244,"11-16-2020","East"
"13159","Lesotho",2041,44,1056,"11-16-2020","South"
"13160","Liberia",1512,82,1318,"11-16-2020","West"
"13161","Libya",74324,1025,44733,"11-16-2020","North"
"13162","Madagascar",17310,250,16592,"11-16-2020","East"
"13163","Malawi",5971,185,5402,"11-16-2020","South"
"13164","Mali",3948,141,2965,"11-16-2020","West"
"13165","Mauritania",7979,165,7536,"11-16-2020","North"
"13166","Mauritius",491,10,431,"11-16-2020","East"
"13167","Morocco",296189,4850,243359,"11-16-2020","North"
"13168","Mozambique",14514,116,12599,"11-16-2020","South"
"13169","Namibia",13555,138,12843,"11-16-2020","South"
"13170","Niger",1316,70,1150,"11-16-2020","West"
"13171","Nigeria",65305,1163,61162,"11-16-2020","West"
"13172","Rwanda",5491,45,5004,"11-16-2020","East"
"13173","Sao Tome and Principe",965,16,917,"11-16-2020","Central"
"13174","Senegal",15801,329,15421,"11-16-2020","West"
"13175","Seychelles",160,0,157,"11-16-2020","East"
"13176","Sierra Leone",2391,74,1822,"11-16-2020","West"
"13177","Somalia",4301,107,3330,"11-16-2020","East"
"13178","South Africa",752269,20314,695496,"11-16-2020","South"
"13179","South Sudan",3012,59,1290,"11-16-2020","East"
"13180","Sudan",14728,1119,9581,"11-16-2020","East"
"13181","Tanzania",509,21,183,"11-16-2020","East"
"13182","Togo",2693,61,1952,"11-16-2020","West"
"13183","Tunisia",81003,2396,55551,"11-16-2020","North"
"13184","Uganda",16257,150,8170,"11-16-2020","East"
"13185","Zambia",17187,353,16400,"11-16-2020","South"
"13186","Zimbabwe",8897,257,8116,"11-16-2020","West"
"13187","Algeria",69591,2186,45148,"11-17-2020","North"
"13188","Angola",13818,328,6582,"11-17-2020","South"
"13189","Benin",2884,43,2579,"11-17-2020","West"
"13190","Botswana",9103,30,6801,"11-17-2020","South"
"13191","Burkina Faso",2652,68,2454,"11-17-2020","West"
"13192","Burundi",631,1,549,"11-17-2020","Central"
"13193","Cabo Verde",9960,103,9438,"11-17-2020","West"
"13194","Cameroon",22896,433,21510,"11-17-2020","Central"
"13195","Central African Republic",4900,63,1924,"11-17-2020","Central"
"13196","Chad",1608,101,1450,"11-17-2020","Central"
"13197","Comoros",591,7,558,"11-17-2020","East"
"13198","Congo (Brazzaville)",5515,92,3887,"11-17-2020","Central"
"13199","Congo (Kinshasa)",11866,322,11180,"11-17-2020","Central"
"13200","Cote d'Ivoire",21004,129,20675,"11-17-2020","West"
"13201","Djibouti",5656,61,5548,"11-17-2020","East"
"13202","Egypt",111284,6481,101288,"11-17-2020","North"
"13203","Equatorial Guinea",5121,85,4975,"11-17-2020","Central"
"13204","Eritrea",518,0,451,"11-17-2020","East"
"13205","Eswatini",6124,119,5812,"11-17-2020","South"
"13206","Ethiopia",103395,1588,64293,"11-17-2020","East"
"13207","Gabon",9084,58,8957,"11-17-2020","Central"
"13208","Gambia",3705,122,3576,"11-17-2020","West"
"13209","Ghana",50376,323,48626,"11-17-2020","West"
"13210","Guinea",12654,75,11386,"11-17-2020","West"
"13211","Guinea-Bissau",2419,43,2255,"11-17-2020","West"
"13212","Kenya",71729,1302,47262,"11-17-2020","East"
"13213","Lesotho",2052,44,1223,"11-17-2020","South"
"13214","Liberia",1512,82,1318,"11-17-2020","West"
"13215","Libya",74936,1041,45371,"11-17-2020","North"
"13216","Madagascar",17310,250,16592,"11-17-2020","East"
"13217","Malawi",5971,185,5402,"11-17-2020","South"
"13218","Mali",3980,141,2972,"11-17-2020","West"
"13219","Mauritania",7994,165,7550,"11-17-2020","North"
"13220","Mauritius",491,10,431,"11-17-2020","East"
"13221","Morocco",301604,4932,247594,"11-17-2020","North"
"13222","Mozambique",14566,118,12646,"11-17-2020","South"
"13223","Namibia",13566,140,13140,"11-17-2020","South"
"13224","Niger",1327,70,1150,"11-17-2020","West"
"13225","Nigeria",65457,1163,61337,"11-17-2020","West"
"13226","Rwanda",5507,46,5008,"11-17-2020","East"
"13227","Sao Tome and Principe",967,16,917,"11-17-2020","Central"
"13228","Senegal",15806,329,15425,"11-17-2020","West"
"13229","Seychelles",160,0,157,"11-17-2020","East"
"13230","Sierra Leone",2392,74,1823,"11-17-2020","West"
"13231","Somalia",4382,108,3384,"11-17-2020","East"
"13232","South Africa",754256,20432,696820,"11-17-2020","South"
"13233","South Sudan",3016,59,1290,"11-17-2020","East"
"13234","Sudan",15047,1175,9609,"11-17-2020","East"
"13235","Tanzania",509,21,183,"11-17-2020","East"
"13236","Togo",2722,62,2006,"11-17-2020","West"
"13237","Tunisia",81723,2445,56748,"11-17-2020","North"
"13238","Uganda",16563,150,8277,"11-17-2020","East"
"13239","Zambia",17243,353,16473,"11-17-2020","South"
"13240","Zimbabwe",8945,260,8164,"11-17-2020","West"
"13241","Algeria",70629,2206,46326,"11-18-2020","North"
"13242","Angola",13922,332,6623,"11-18-2020","South"
"13243","Benin",2916,43,2579,"11-18-2020","West"
"13244","Botswana",9103,30,6801,"11-18-2020","South"
"13245","Burkina Faso",2670,68,2472,"11-18-2020","West"
"13246","Burundi",641,1,575,"11-18-2020","Central"
"13247","Cabo Verde",10000,104,9484,"11-18-2020","West"
"13248","Cameroon",22896,433,21510,"11-18-2020","Central"
"13249","Central African Republic",4900,63,1924,"11-18-2020","Central"
"13250","Chad",1616,101,1457,"11-18-2020","Central"
"13251","Comoros",591,7,558,"11-18-2020","East"
"13252","Congo (Brazzaville)",5515,92,3887,"11-18-2020","Central"
"13253","Congo (Kinshasa)",11918,323,11190,"11-18-2020","Central"
"13254","Cote d'Ivoire",21045,129,20712,"11-18-2020","West"
"13255","Djibouti",5658,61,5549,"11-18-2020","East"
"13256","Egypt",111613,6495,101421,"11-18-2020","North"
"13257","Equatorial Guinea",5121,85,4975,"11-18-2020","Central"
"13258","Eritrea",518,0,451,"11-18-2020","East"
"13259","Eswatini",6144,119,5826,"11-18-2020","South"
"13260","Ethiopia",103928,1601,64593,"11-18-2020","East"
"13261","Gabon",9084,58,8957,"11-18-2020","Central"
"13262","Gambia",3705,122,3578,"11-18-2020","West"
"13263","Ghana",50457,323,48710,"11-18-2020","West"
"13264","Guinea",12713,75,11689,"11-18-2020","West"
"13265","Guinea-Bissau",2421,43,2286,"11-18-2020","West"
"13266","Kenya",72686,1313,49878,"11-18-2020","East"
"13267","Lesotho",2058,44,1273,"11-18-2020","South"
"13268","Liberia",1528,82,1328,"11-18-2020","West"
"13269","Libya",75465,1053,46127,"11-18-2020","North"
"13270","Madagascar",17310,250,16592,"11-18-2020","East"
"13271","Malawi",5999,185,5434,"11-18-2020","South"
"13272","Mali",4033,141,2983,"11-18-2020","West"
"13273","Mauritania",8010,167,7553,"11-18-2020","North"
"13274","Mauritius",494,10,433,"11-18-2020","East"
"13275","Morocco",306995,5013,253351,"11-18-2020","North"
"13276","Mozambique",14629,119,12754,"11-18-2020","South"
"13277","Namibia",13610,140,13152,"11-18-2020","South"
"13278","Niger",1331,70,1151,"11-18-2020","West"
"13279","Nigeria",65693,1163,61457,"11-18-2020","West"
"13280","Rwanda",5543,46,5087,"11-18-2020","East"
"13281","Sao Tome and Principe",967,16,920,"11-18-2020","Central"
"13282","Senegal",15823,329,15433,"11-18-2020","West"
"13283","Seychelles",160,0,157,"11-18-2020","East"
"13284","Sierra Leone",2397,74,1823,"11-18-2020","West"
"13285","Somalia",4382,108,3384,"11-18-2020","East"
"13286","South Africa",757144,20556,701534,"11-18-2020","South"
"13287","South Sudan",3016,59,1290,"11-18-2020","East"
"13288","Sudan",15047,1175,9609,"11-18-2020","East"
"13289","Tanzania",509,21,183,"11-18-2020","East"
"13290","Togo",2752,63,2058,"11-18-2020","West"
"13291","Tunisia",83772,2541,58229,"11-18-2020","North"
"13292","Uganda",16905,157,8394,"11-18-2020","East"
"13293","Zambia",17280,356,16495,"11-18-2020","South"
"13294","Zimbabwe",8981,261,8184,"11-18-2020","West"
"13295","Algeria",71652,2224,46962,"11-19-2020","North"
"13296","Angola",14134,333,7062,"11-19-2020","South"
"13297","Benin",2916,43,2579,"11-19-2020","West"
"13298","Botswana",9594,31,7296,"11-19-2020","South"
"13299","Burkina Faso",2686,68,2476,"11-19-2020","West"
"13300","Burundi",641,1,575,"11-19-2020","Central"
"13301","Cabo Verde",10082,104,9557,"11-19-2020","West"
"13302","Cameroon",23528,435,22177,"11-19-2020","Central"
"13303","Central African Republic",4907,63,1924,"11-19-2020","Central"
"13304","Chad",1620,101,1463,"11-19-2020","Central"
"13305","Comoros",592,7,563,"11-19-2020","East"
"13306","Congo (Brazzaville)",5632,93,3887,"11-19-2020","Central"
"13307","Congo (Kinshasa)",12008,323,11215,"11-19-2020","Central"
"13308","Cote d'Ivoire",21083,129,20729,"11-19-2020","West"
"13309","Djibouti",5658,61,5550,"11-19-2020","East"
"13310","Egypt",111955,6508,101564,"11-19-2020","North"
"13311","Equatorial Guinea",5121,85,4975,"11-19-2020","Central"
"13312","Eritrea",527,0,456,"11-19-2020","East"
"13313","Eswatini",6156,119,5831,"11-19-2020","South"
"13314","Ethiopia",104427,1607,64983,"11-19-2020","East"
"13315","Gabon",9116,59,8965,"11-19-2020","Central"
"13316","Gambia",3705,122,3578,"11-19-2020","West"
"13317","Ghana",50631,323,49103,"11-19-2020","West"
"13318","Guinea",12713,75,11689,"11-19-2020","West"
"13319","Guinea-Bissau",2421,43,2286,"11-19-2020","West"
"13320","Kenya",74145,1330,50658,"11-19-2020","East"
"13321","Lesotho",2065,44,1273,"11-19-2020","South"
"13322","Liberia",1539,82,1331,"11-19-2020","West"
"13323","Libya",76006,1062,46793,"11-19-2020","North"
"13324","Madagascar",17310,250,16592,"11-19-2020","East"
"13325","Malawi",6002,185,5435,"11-19-2020","South"
"13326","Mali",4093,142,2997,"11-19-2020","West"
"13327","Mauritania",8034,168,7554,"11-19-2020","North"
"13328","Mauritius",494,10,433,"11-19-2020","East"
"13329","Morocco",311554,5090,257992,"11-19-2020","North"
"13330","Mozambique",14723,120,12849,"11-19-2020","South"
"13331","Namibia",13662,141,13182,"11-19-2020","South"
"13332","Niger",1335,70,1153,"11-19-2020","West"
"13333","Nigeria",65839,1165,61573,"11-19-2020","West"
"13334","Rwanda",5572,46,5137,"11-19-2020","East"
"13335","Sao Tome and Principe",974,16,920,"11-19-2020","Central"
"13336","Senegal",15835,329,15440,"11-19-2020","West"
"13337","Seychelles",163,0,159,"11-19-2020","East"
"13338","Sierra Leone",2397,74,1823,"11-19-2020","West"
"13339","Somalia",4382,108,3384,"11-19-2020","East"
"13340","South Africa",759658,20671,702544,"11-19-2020","South"
"13341","South Sudan",3016,59,1290,"11-19-2020","East"
"13342","Sudan",15299,1179,9670,"11-19-2020","East"
"13343","Tanzania",509,21,183,"11-19-2020","East"
"13344","Togo",2771,63,2101,"11-19-2020","West"
"13345","Tunisia",83772,2541,58229,"11-19-2020","North"
"13346","Uganda",17148,158,8426,"11-19-2020","East"
"13347","Zambia",17350,356,16591,"11-19-2020","South"
"13348","Zimbabwe",9046,265,8195,"11-19-2020","West"
"13349","Algeria",72755,2236,47581,"11-20-2020","North"
"13350","Angola",14267,334,7117,"11-20-2020","South"
"13351","Benin",2916,43,2579,"11-20-2020","West"
"13352","Botswana",9594,31,7296,"11-20-2020","South"
"13353","Burkina Faso",2686,68,2476,"11-20-2020","West"
"13354","Burundi",649,1,575,"11-20-2020","Central"
"13355","Cabo Verde",10152,104,9626,"11-20-2020","West"
"13356","Cameroon",23528,435,22177,"11-20-2020","Central"
"13357","Central African Republic",4911,63,1924,"11-20-2020","Central"
"13358","Chad",1626,101,1465,"11-20-2020","Central"
"13359","Comoros",592,7,563,"11-20-2020","East"
"13360","Congo (Brazzaville)",5632,93,3887,"11-20-2020","Central"
"13361","Congo (Kinshasa)",12129,324,11242,"11-20-2020","Central"
"13362","Cote d'Ivoire",21099,129,20748,"11-20-2020","West"
"13363","Djibouti",5660,61,5551,"11-20-2020","East"
"13364","Egypt",112318,6521,101685,"11-20-2020","North"
"13365","Equatorial Guinea",5121,85,4975,"11-20-2020","Central"
"13366","Eritrea",527,0,456,"11-20-2020","East"
"13367","Eswatini",6185,119,5839,"11-20-2020","South"
"13368","Ethiopia",104879,1620,65325,"11-20-2020","East"
"13369","Gabon",9131,59,8976,"11-20-2020","Central"
"13370","Gambia",3706,122,3578,"11-20-2020","West"
"13371","Ghana",50631,323,49103,"11-20-2020","West"
"13372","Guinea",12743,75,11789,"11-20-2020","West"
"13373","Guinea-Bissau",2421,43,2286,"11-20-2020","West"
"13374","Kenya",75193,1349,50984,"11-20-2020","East"
"13375","Lesotho",2066,44,1276,"11-20-2020","South"
"13376","Liberia",1551,82,1331,"11-20-2020","West"
"13377","Libya",76808,1068,47587,"11-20-2020","North"
"13378","Madagascar",17310,250,16592,"11-20-2020","East"
"13379","Malawi",6003,185,5439,"11-20-2020","South"
"13380","Mali",4169,143,3003,"11-20-2020","West"
"13381","Mauritania",8075,169,7560,"11-20-2020","North"
"13382","Mauritius",494,10,433,"11-20-2020","East"
"13383","Morocco",316260,5182,262212,"11-20-2020","North"
"13384","Mozambique",14877,121,13053,"11-20-2020","South"
"13385","Namibia",13712,143,13191,"11-20-2020","South"
"13386","Niger",1340,70,1156,"11-20-2020","West"
"13387","Nigeria",65982,1165,61782,"11-20-2020","West"
"13388","Rwanda",5586,46,5159,"11-20-2020","East"
"13389","Sao Tome and Principe",974,17,920,"11-20-2020","Central"
"13390","Senegal",15848,330,15452,"11-20-2020","West"
"13391","Seychelles",163,0,159,"11-20-2020","East"
"13392","Sierra Leone",2399,74,1827,"11-20-2020","West"
"13393","Somalia",4382,108,3384,"11-20-2020","East"
"13394","South Africa",762763,20759,707040,"11-20-2020","South"
"13395","South Sudan",3016,59,1290,"11-20-2020","East"
"13396","Sudan",15530,1185,9682,"11-20-2020","East"
"13397","Tanzania",509,21,183,"11-20-2020","East"
"13398","Togo",2796,64,2148,"11-20-2020","West"
"13399","Tunisia",86265,2684,60486,"11-20-2020","North"
"13400","Uganda",17431,168,8547,"11-20-2020","East"
"13401","Zambia",17373,356,16606,"11-20-2020","South"
"13402","Zimbabwe",9120,265,8229,"11-20-2020","West"
"13403","Algeria",73774,2255,48183,"11-21-2020","North"
"13404","Angola",14413,336,7273,"11-21-2020","South"
"13405","Benin",2916,43,2579,"11-21-2020","West"
"13406","Botswana",9594,31,7296,"11-21-2020","South"
"13407","Burkina Faso",2703,68,2521,"11-21-2020","West"
"13408","Burundi",656,1,575,"11-21-2020","Central"
"13409","Cabo Verde",10234,104,9649,"11-21-2020","West"
"13410","Cameroon",23528,435,22177,"11-21-2020","Central"
"13411","Central African Republic",4911,63,1924,"11-21-2020","Central"
"13412","Chad",1633,101,1469,"11-21-2020","Central"
"13413","Comoros",596,7,572,"11-21-2020","East"
"13414","Congo (Brazzaville)",5632,93,3887,"11-21-2020","Central"
"13415","Congo (Kinshasa)",12180,327,11300,"11-21-2020","Central"
"13416","Cote d'Ivoire",21126,129,20777,"11-21-2020","West"
"13417","Djibouti",5661,61,5552,"11-21-2020","East"
"13418","Egypt",112676,6535,101783,"11-21-2020","North"
"13419","Equatorial Guinea",5130,85,4975,"11-21-2020","Central"
"13420","Eritrea",551,0,473,"11-21-2020","East"
"13421","Eswatini",6205,119,5850,"11-21-2020","South"
"13422","Ethiopia",105352,1636,65534,"11-21-2020","East"
"13423","Gabon",9131,59,8976,"11-21-2020","Central"
"13424","Gambia",3726,123,3582,"11-21-2020","West"
"13425","Ghana",50717,323,49281,"11-21-2020","West"
"13426","Guinea",12798,75,11821,"11-21-2020","West"
"13427","Guinea-Bissau",2421,43,2286,"11-21-2020","West"
"13428","Kenya",76404,1366,51352,"11-21-2020","East"
"13429","Lesotho",2085,44,1276,"11-21-2020","South"
"13430","Liberia",1551,82,1331,"11-21-2020","West"
"13431","Libya",76808,1068,47587,"11-21-2020","North"
"13432","Madagascar",17310,250,16592,"11-21-2020","East"
"13433","Malawi",6003,185,5441,"11-21-2020","South"
"13434","Mali",4206,143,3012,"11-21-2020","West"
"13435","Mauritania",8096,169,7573,"11-21-2020","North"
"13436","Mauritius",494,10,433,"11-21-2020","East"
"13437","Morocco",320962,5256,266711,"11-21-2020","North"
"13438","Mozambique",14981,123,13151,"11-21-2020","South"
"13439","Namibia",13811,145,13209,"11-21-2020","South"
"13440","Niger",1351,70,1158,"11-21-2020","West"
"13441","Nigeria",66228,1166,61884,"11-21-2020","West"
"13442","Rwanda",5620,46,5163,"11-21-2020","East"
"13443","Sao Tome and Principe",979,17,920,"11-21-2020","Central"
"13444","Senegal",15865,330,15465,"11-21-2020","West"
"13445","Seychelles",163,0,159,"11-21-2020","East"
"13446","Sierra Leone",2405,74,1827,"11-21-2020","West"
"13447","Somalia",4382,108,3384,"11-21-2020","East"
"13448","South Africa",765409,20845,707784,"11-21-2020","South"
"13449","South Sudan",3047,60,1290,"11-21-2020","East"
"13450","Sudan",15839,1193,9727,"11-21-2020","East"
"13451","Tanzania",509,21,183,"11-21-2020","East"
