"","Country_Region","Confirmed","Deaths","Recovered","Date","Region"
"8490","Angola",2134,94,814,"08-22-2020","South"
"8491","Benin",2115,39,1705,"08-22-2020","West"
"8492","Botswana",1308,3,136,"08-22-2020","South"
"8493","Burkina Faso",1297,55,1034,"08-22-2020","West"
"8494","Burundi",429,1,336,"08-22-2020","Central"
"8495","Cabo Verde",3455,37,2538,"08-22-2020","West"
"8496","Cameroon",18762,408,16540,"08-22-2020","Central"
"8497","Central African Republic",4679,61,1755,"08-22-2020","Central"
"8498","Chad",982,76,869,"08-22-2020","Central"
"8499","Comoros",417,7,396,"08-22-2020","East"
"8500","Congo (Brazzaville)",3850,77,1625,"08-22-2020","Central"
"8501","Congo (Kinshasa)",9811,251,8920,"08-22-2020","Central"
"8502","Cote d'Ivoire",17374,113,15106,"08-22-2020","West"
"8503","Djibouti",5382,60,5233,"08-22-2020","East"
"8504","Egypt",97237,5243,65118,"08-22-2020","North"
"8505","Equatorial Guinea",4926,83,3795,"08-22-2020","Central"
"8506","Eritrea",306,0,274,"08-22-2020","East"
"8507","Eswatini",4189,83,2762,"08-22-2020","South"
"8508","Ethiopia",39033,662,14480,"08-22-2020","East"
"8509","Gabon",8388,53,6734,"08-22-2020","Central"
"8510","Gambia",2437,84,455,"08-22-2020","West"
"8511","Ghana",43325,261,41408,"08-22-2020","West"
"8512","Guinea",8932,53,7648,"08-22-2020","West"
"8513","Guinea-Bissau",2149,33,1015,"08-22-2020","West"
"8514","Kenya",32118,542,18453,"08-22-2020","East"
"8515","Lesotho",1015,30,472,"08-22-2020","South"
"8516","Liberia",1286,82,816,"08-22-2020","West"
"8517","Libya",10437,188,1085,"08-22-2020","North"
"8518","Madagascar",14277,178,13332,"08-22-2020","East"
"8519","Malawi",5382,168,2998,"08-22-2020","South"
"8520","Mali",2699,125,2010,"08-22-2020","West"
"8521","Mauritania",6894,158,6203,"08-22-2020","North"
"8522","Mauritius",346,10,334,"08-22-2020","East"
"8523","Morocco",50812,858,35040,"08-22-2020","North"
"8524","Mozambique",3304,20,1474,"08-22-2020","South"
"8525","Namibia",5538,46,2460,"08-22-2020","South"
"8526","Niger",1172,69,1083,"08-22-2020","West"
"8527","Nigeria",51905,997,38767,"08-22-2020","West"
"8528","Rwanda",2889,11,1754,"08-22-2020","East"
"8529","Sao Tome and Principe",892,15,831,"08-22-2020","Central"
"8530","Senegal",12850,266,8165,"08-22-2020","West"
"8531","Seychelles",132,0,126,"08-22-2020","East"
"8532","Sierra Leone",1980,69,1545,"08-22-2020","West"
"8533","Somalia",3269,93,2396,"08-22-2020","East"
"8534","South Africa",607045,12987,504127,"08-22-2020","South"
"8535","South Sudan",2497,47,1290,"08-22-2020","East"
"8536","Sudan",12682,815,6492,"08-22-2020","East"
"8537","Tanzania",509,21,183,"08-22-2020","East"
"8538","Togo",1275,27,903,"08-22-2020","West"
"8539","Tunisia",2738,68,1434,"08-22-2020","North"
"8540","Uganda",2166,20,1199,"08-22-2020","East"
"8541","Zambia",10831,279,9942,"08-22-2020","South"
"8542","Zimbabwe",5893,153,4629,"08-22-2020","West"
"8543","Algeria",41460,1435,29142,"08-23-2020","North"
"8544","Angola",2171,96,818,"08-23-2020","South"
"8545","Benin",2115,39,1705,"08-23-2020","West"
"8546","Botswana",1308,3,136,"08-23-2020","South"
"8547","Burkina Faso",1320,55,1043,"08-23-2020","West"
"8548","Burundi",430,1,336,"08-23-2020","Central"
"8549","Cabo Verde",3509,37,2540,"08-23-2020","West"
"8550","Cameroon",18762,408,16540,"08-23-2020","Central"
"8551","Central African Republic",4679,61,1755,"08-23-2020","Central"
"8552","Chad",986,76,870,"08-23-2020","Central"
"8553","Comoros",417,7,396,"08-23-2020","East"
"8554","Congo (Brazzaville)",3850,77,1625,"08-23-2020","Central"
"8555","Congo (Kinshasa)",9830,251,8934,"08-23-2020","Central"
"8556","Cote d'Ivoire",17471,113,15301,"08-23-2020","West"
"8557","Djibouti",5382,60,5254,"08-23-2020","East"
"8558","Egypt",97340,5262,65927,"08-23-2020","North"
"8559","Equatorial Guinea",4926,83,3795,"08-23-2020","Central"
"8560","Eritrea",306,0,274,"08-23-2020","East"
"8561","Eswatini",4225,85,2898,"08-23-2020","South"
"8562","Ethiopia",40671,678,14995,"08-23-2020","East"
"8563","Gabon",8388,53,6734,"08-23-2020","Central"
"8564","Gambia",2685,87,490,"08-23-2020","West"
"8565","Ghana",43505,261,41532,"08-23-2020","West"
"8566","Guinea",8967,53,7708,"08-23-2020","West"
"8567","Guinea-Bissau",2149,33,1015,"08-23-2020","West"
"8568","Kenya",32364,548,18670,"08-23-2020","East"
"8569","Lesotho",1015,30,472,"08-23-2020","South"
"8570","Liberia",1286,82,816,"08-23-2020","West"
"8571","Libya",10437,188,1085,"08-23-2020","North"
"8572","Madagascar",14327,178,13355,"08-23-2020","East"
"8573","Malawi",5414,168,3012,"08-23-2020","South"
"8574","Mali",2705,125,2018,"08-23-2020","West"
"8575","Mauritania",6905,158,6232,"08-23-2020","North"
"8576","Mauritius",346,10,335,"08-23-2020","East"
"8577","Morocco",52349,888,36343,"08-23-2020","North"
"8578","Mozambique",3395,20,1503,"08-23-2020","South"
"8579","Namibia",5854,52,2509,"08-23-2020","South"
"8580","Niger",1172,69,1083,"08-23-2020","West"
"8581","Nigeria",52227,1002,38945,"08-23-2020","West"
"8582","Rwanda",3089,12,1755,"08-23-2020","East"
"8583","Sao Tome and Principe",892,15,831,"08-23-2020","Central"
"8584","Senegal",12949,269,8455,"08-23-2020","West"
"8585","Seychelles",132,0,126,"08-23-2020","East"
"8586","Sierra Leone",1992,69,1550,"08-23-2020","West"
"8587","Somalia",3269,93,2396,"08-23-2020","East"
"8588","South Africa",609773,13059,506470,"08-23-2020","South"
"8589","South Sudan",2499,47,1290,"08-23-2020","East"
"8590","Sudan",12836,815,6497,"08-23-2020","East"
"8591","Tanzania",509,21,183,"08-23-2020","East"
"8592","Togo",1277,27,910,"08-23-2020","West"
"8593","Tunisia",2818,71,1443,"08-23-2020","North"
"8594","Uganda",2263,20,1199,"08-23-2020","East"
"8595","Zambia",11082,280,9942,"08-23-2020","South"
"8596","Zimbabwe",5930,155,4872,"08-23-2020","West"
"8597","Algeria",41858,1446,29369,"08-24-2020","North"
"8598","Angola",2222,100,877,"08-24-2020","South"
"8599","Benin",2115,39,1705,"08-24-2020","West"
"8600","Botswana",1562,3,199,"08-24-2020","South"
"8601","Burkina Faso",1338,55,1050,"08-24-2020","West"
"8602","Burundi",430,1,345,"08-24-2020","Central"
"8603","Cabo Verde",3532,37,2599,"08-24-2020","West"
"8604","Cameroon",18762,408,16540,"08-24-2020","Central"
"8605","Central African Republic",4679,61,1755,"08-24-2020","Central"
"8606","Chad",987,76,870,"08-24-2020","Central"
"8607","Comoros",417,7,396,"08-24-2020","East"
"8608","Congo (Brazzaville)",3979,78,1742,"08-24-2020","Central"
"8609","Congo (Kinshasa)",9842,251,8953,"08-24-2020","Central"
"8610","Cote d'Ivoire",17506,114,15633,"08-24-2020","West"
"8611","Djibouti",5383,60,5273,"08-24-2020","East"
"8612","Egypt",97478,5280,66817,"08-24-2020","North"
"8613","Equatorial Guinea",4926,83,3795,"08-24-2020","Central"
"8614","Eritrea",306,0,274,"08-24-2020","East"
"8615","Eswatini",4304,85,2936,"08-24-2020","South"
"8616","Ethiopia",42143,692,15262,"08-24-2020","East"
"8617","Gabon",8409,53,6959,"08-24-2020","Central"
"8618","Gambia",2585,87,490,"08-24-2020","West"
"8619","Ghana",43622,263,41695,"08-24-2020","West"
"8620","Guinea",9076,55,7928,"08-24-2020","West"
"8621","Guinea-Bissau",2149,33,1015,"08-24-2020","West"
"8622","Kenya",32557,554,18895,"08-24-2020","East"
"8623","Lesotho",1015,30,472,"08-24-2020","South"
"8624","Liberia",1290,82,819,"08-24-2020","West"
"8625","Libya",11009,199,1096,"08-24-2020","North"
"8626","Madagascar",14402,178,13436,"08-24-2020","East"
"8627","Malawi",5419,169,3059,"08-24-2020","South"
"8628","Mali",2708,125,2025,"08-24-2020","West"
"8629","Mauritania",6928,158,6282,"08-24-2020","North"
"8630","Mauritius",347,10,335,"08-24-2020","East"
"8631","Morocco",53252,920,37478,"08-24-2020","North"
"8632","Mozambique",3440,21,1661,"08-24-2020","South"
"8633","Namibia",6030,56,2563,"08-24-2020","South"
"8634","Niger",1172,69,1084,"08-24-2020","West"
"8635","Nigeria",52548,1004,39257,"08-24-2020","West"
"8636","Rwanda",3306,14,1785,"08-24-2020","East"
"8637","Sao Tome and Principe",892,15,832,"08-24-2020","Central"
"8638","Senegal",13013,272,8595,"08-24-2020","West"
"8639","Seychelles",132,0,126,"08-24-2020","East"
"8640","Sierra Leone",1997,69,1557,"08-24-2020","West"
"8641","Somalia",3269,93,2443,"08-24-2020","East"
"8642","South Africa",611450,13159,516494,"08-24-2020","South"
"8643","South Sudan",2504,47,1290,"08-24-2020","East"
"8644","Sudan",12903,818,6538,"08-24-2020","East"
"8645","Tanzania",509,21,183,"08-24-2020","East"
"8646","Togo",1295,27,914,"08-24-2020","West"
"8647","Tunisia",2893,71,1454,"08-24-2020","North"
"8648","Uganda",2362,22,1248,"08-24-2020","East"
"8649","Zambia",11148,280,10208,"08-24-2020","South"
"8650","Zimbabwe",6070,155,4950,"08-24-2020","West"
"8651","Algeria",42228,1456,29587,"08-25-2020","North"
"8652","Angola",2283,102,977,"08-25-2020","South"
"8653","Benin",2115,39,1705,"08-25-2020","West"
"8654","Botswana",1562,3,199,"08-25-2020","South"
"8655","Burkina Faso",1338,55,1050,"08-25-2020","West"
"8656","Burundi",430,1,345,"08-25-2020","Central"
"8657","Cabo Verde",3568,37,2673,"08-25-2020","West"
"8658","Cameroon",18973,410,16540,"08-25-2020","Central"
"8659","Central African Republic",4691,61,1773,"08-25-2020","Central"
"8660","Chad",995,77,871,"08-25-2020","Central"
"8661","Comoros",417,7,399,"08-25-2020","East"
"8662","Congo (Brazzaville)",3979,78,1742,"08-25-2020","Central"
"8663","Congo (Kinshasa)",9891,251,8972,"08-25-2020","Central"
"8664","Cote d'Ivoire",17562,114,15908,"08-25-2020","West"
"8665","Djibouti",5383,60,5282,"08-25-2020","East"
"8666","Egypt",97619,5298,67717,"08-25-2020","North"
"8667","Equatorial Guinea",4926,83,3795,"08-25-2020","Central"
"8668","Eritrea",315,0,276,"08-25-2020","East"
"8669","Eswatini",4327,86,2959,"08-25-2020","South"
"8670","Ethiopia",43688,709,15796,"08-25-2020","East"
"8671","Gabon",8409,53,6959,"08-25-2020","Central"
"8672","Gambia",2686,90,601,"08-25-2020","West"
"8673","Ghana",43717,270,41843,"08-25-2020","West"
"8674","Guinea",9128,57,8040,"08-25-2020","West"
"8675","Guinea-Bissau",2149,33,1015,"08-25-2020","West"
"8676","Kenya",32803,559,19055,"08-25-2020","East"
"8677","Lesotho",1049,30,472,"08-25-2020","South"
"8678","Liberia",1295,82,821,"08-25-2020","West"
"8679","Libya",11281,203,1112,"08-25-2020","North"
"8680","Madagascar",14475,178,13492,"08-25-2020","East"
"8681","Malawi",5423,170,3066,"08-25-2020","South"
"8682","Mali",2713,125,2041,"08-25-2020","West"
"8683","Mauritania",6960,158,6321,"08-25-2020","North"
"8684","Mauritius",348,10,335,"08-25-2020","East"
"8685","Morocco",54528,955,38293,"08-25-2020","North"
"8686","Mozambique",3508,21,1809,"08-25-2020","South"
"8687","Namibia",6160,57,2732,"08-25-2020","South"
"8688","Niger",1173,69,1084,"08-25-2020","West"
"8689","Nigeria",52800,1007,39964,"08-25-2020","West"
"8690","Rwanda",3537,15,1806,"08-25-2020","East"
"8691","Sao Tome and Principe",892,15,833,"08-25-2020","Central"
"8692","Senegal",13056,274,8715,"08-25-2020","West"
"8693","Seychelles",136,0,127,"08-25-2020","East"
"8694","Sierra Leone",2001,69,1569,"08-25-2020","West"
"8695","Somalia",3275,95,2443,"08-25-2020","East"
"8696","South Africa",613017,13308,520381,"08-25-2020","South"
"8697","South Sudan",2507,47,1290,"08-25-2020","East"
"8698","Sudan",12974,819,6557,"08-25-2020","East"
"8699","Tanzania",509,21,183,"08-25-2020","East"
"8700","Togo",1309,27,919,"08-25-2020","West"
"8701","Tunisia",3069,71,1456,"08-25-2020","North"
"8702","Uganda",2426,25,1267,"08-25-2020","East"
"8703","Zambia",11285,282,10400,"08-25-2020","South"
"8704","Zimbabwe",6196,166,4961,"08-25-2020","West"
"8705","Algeria",42619,1465,29886,"08-26-2020","North"
"8706","Angola",2332,103,977,"08-26-2020","South"
"8707","Benin",2145,40,1738,"08-26-2020","West"
"8708","Botswana",1562,3,199,"08-26-2020","South"
"8709","Burkina Faso",1352,55,1058,"08-26-2020","West"
"8710","Burundi",430,1,345,"08-26-2020","Central"
"8711","Cabo Verde",3630,38,2713,"08-26-2020","West"
"8712","Cameroon",18973,410,16540,"08-26-2020","Central"
"8713","Central African Republic",4698,61,1778,"08-26-2020","Central"
"8714","Chad",998,77,873,"08-26-2020","Central"
"8715","Comoros",417,7,399,"08-26-2020","East"
"8716","Congo (Brazzaville)",3979,78,1742,"08-26-2020","Central"
"8717","Congo (Kinshasa)",9912,254,8987,"08-26-2020","Central"
"8718","Cote d'Ivoire",17603,114,15941,"08-26-2020","West"
"8719","Djibouti",5383,60,5297,"08-26-2020","East"
"8720","Egypt",97825,5317,68713,"08-26-2020","North"
"8721","Equatorial Guinea",4928,83,3798,"08-26-2020","Central"
"8722","Eritrea",315,0,276,"08-26-2020","East"
"8723","Eswatini",4387,88,3078,"08-26-2020","South"
"8724","Ethiopia",45221,725,16311,"08-26-2020","East"
"8725","Gabon",8468,53,7066,"08-26-2020","Central"
"8726","Gambia",2708,93,611,"08-26-2020","West"
"8727","Ghana",43769,270,42048,"08-26-2020","West"
"8728","Guinea",9167,57,8150,"08-26-2020","West"
"8729","Guinea-Bissau",2205,34,1127,"08-26-2020","West"
"8730","Kenya",33016,564,19296,"08-26-2020","East"
"8731","Lesotho",1051,31,526,"08-26-2020","South"
"8732","Liberia",1298,82,832,"08-26-2020","West"
"8733","Libya",11834,210,1152,"08-26-2020","North"
"8734","Madagascar",14554,181,13582,"08-26-2020","East"
"8735","Malawi",5474,173,3085,"08-26-2020","South"
"8736","Mali",2717,126,2052,"08-26-2020","West"
"8737","Mauritania",6977,158,6356,"08-26-2020","North"
"8738","Mauritius",348,10,335,"08-26-2020","East"
"8739","Morocco",55864,984,40586,"08-26-2020","North"
"8740","Mozambique",3590,21,1927,"08-26-2020","South"
"8741","Namibia",6431,59,2734,"08-26-2020","South"
"8742","Niger",1173,69,1084,"08-26-2020","West"
"8743","Nigeria",53021,1010,40281,"08-26-2020","West"
"8744","Rwanda",3625,15,1810,"08-26-2020","East"
"8745","Sao Tome and Principe",892,15,842,"08-26-2020","Central"
"8746","Senegal",13186,275,8852,"08-26-2020","West"
"8747","Seychelles",136,0,127,"08-26-2020","East"
"8748","Sierra Leone",2003,69,1577,"08-26-2020","West"
"8749","Somalia",3275,95,2443,"08-26-2020","East"
"8750","South Africa",615701,13502,525242,"08-26-2020","South"
"8751","South Sudan",2510,47,1290,"08-26-2020","East"
"8752","Sudan",12974,819,6557,"08-26-2020","East"
"8753","Tanzania",509,21,183,"08-26-2020","East"
"8754","Togo",1326,27,946,"08-26-2020","West"
"8755","Tunisia",3206,71,1476,"08-26-2020","North"
"8756","Uganda",2524,26,1268,"08-26-2020","East"
"8757","Zambia",11376,282,10693,"08-26-2020","South"
"8758","Zimbabwe",6251,179,5001,"08-26-2020","West"
"8759","Algeria",43016,1475,30157,"08-27-2020","North"
"8760","Angola",2415,105,1335,"08-27-2020","South"
"8761","Benin",2145,40,1738,"08-27-2020","West"
"8762","Botswana",1562,3,199,"08-27-2020","South"
"8763","Burkina Faso",1352,55,1058,"08-27-2020","West"
"8764","Burundi",431,1,345,"08-27-2020","Central"
"8765","Cabo Verde",3699,38,2749,"08-27-2020","West"
"8766","Cameroon",19142,411,17651,"08-27-2020","Central"
"8767","Central African Republic",4698,61,1782,"08-27-2020","Central"
"8768","Chad",1004,77,875,"08-27-2020","Central"
"8769","Comoros",422,7,399,"08-27-2020","East"
"8770","Congo (Brazzaville)",3979,78,1742,"08-27-2020","Central"
"8771","Congo (Kinshasa)",9915,255,9020,"08-27-2020","Central"
"8772","Cote d'Ivoire",17702,115,16139,"08-27-2020","West"
"8773","Djibouti",5383,60,5307,"08-27-2020","East"
"8774","Egypt",98062,5342,69612,"08-27-2020","North"
"8775","Equatorial Guinea",4928,83,3798,"08-27-2020","Central"
"8776","Eritrea",317,0,284,"08-27-2020","East"
"8777","Eswatini",4433,89,3115,"08-27-2020","South"
"8778","Ethiopia",46407,745,16829,"08-27-2020","East"
"8779","Gabon",8468,53,7066,"08-27-2020","Central"
"8780","Gambia",2743,93,638,"08-27-2020","West"
"8781","Ghana",43841,270,42246,"08-27-2020","West"
"8782","Guinea",9213,58,8180,"08-27-2020","West"
"8783","Guinea-Bissau",2205,34,1127,"08-27-2020","West"
"8784","Kenya",33389,567,19368,"08-27-2020","East"
"8785","Lesotho",1051,31,526,"08-27-2020","South"
"8786","Liberia",1298,82,832,"08-27-2020","West"
"8787","Libya",12274,219,1209,"08-27-2020","North"
"8788","Madagascar",14592,184,13686,"08-27-2020","East"
"8789","Malawi",5496,173,3121,"08-27-2020","South"
"8790","Mali",2730,126,2054,"08-27-2020","West"
"8791","Mauritania",6993,158,6381,"08-27-2020","North"
"8792","Mauritius",355,10,335,"08-27-2020","East"
"8793","Morocco",57085,1011,41901,"08-27-2020","North"
"8794","Mozambique",3651,21,1968,"08-27-2020","South"
"8795","Namibia",6712,60,2776,"08-27-2020","South"
"8796","Niger",1173,69,1084,"08-27-2020","West"
"8797","Nigeria",53317,1011,40726,"08-27-2020","West"
"8798","Rwanda",3672,15,1863,"08-27-2020","East"
"8799","Sao Tome and Principe",894,15,846,"08-27-2020","Central"
"8800","Senegal",13294,277,8974,"08-27-2020","West"
"8801","Seychelles",136,0,127,"08-27-2020","East"
"8802","Sierra Leone",2013,70,1581,"08-27-2020","West"
"8803","Somalia",3275,95,2443,"08-27-2020","East"
"8804","South Africa",618286,13628,531338,"08-27-2020","South"
"8805","South Sudan",2514,47,1290,"08-27-2020","East"
"8806","Sudan",13045,823,6594,"08-27-2020","East"
"8807","Tanzania",509,21,183,"08-27-2020","East"
"8808","Togo",1326,27,946,"08-27-2020","West"
"8809","Tunisia",3323,73,1504,"08-27-2020","North"
"8810","Uganda",2679,28,1268,"08-27-2020","East"
"8811","Zambia",11601,282,10840,"08-27-2020","South"
"8812","Zimbabwe",6292,189,5010,"08-27-2020","West"
"8813","Algeria",43403,1483,30436,"08-28-2020","North"
"8814","Angola",2471,106,1028,"08-28-2020","South"
"8815","Benin",2145,40,1738,"08-28-2020","West"
"8816","Botswana",1562,3,199,"08-28-2020","South"
"8817","Burkina Faso",1352,55,1058,"08-28-2020","West"
"8818","Burundi",433,1,345,"08-28-2020","Central"
"8819","Cabo Verde",3745,38,2807,"08-28-2020","West"
"8820","Cameroon",19142,411,17651,"08-28-2020","Central"
"8821","Central African Republic",4700,61,1784,"08-28-2020","Central"
"8822","Chad",1008,77,878,"08-28-2020","Central"
"8823","Comoros",422,7,399,"08-28-2020","East"
"8824","Congo (Brazzaville)",3979,78,1742,"08-28-2020","Central"
"8825","Congo (Kinshasa)",9994,255,9035,"08-28-2020","Central"
"8826","Cote d'Ivoire",17797,115,16315,"08-28-2020","West"
"8827","Djibouti",5383,60,5307,"08-28-2020","East"
"8828","Egypt",98285,5362,70419,"08-28-2020","North"
"8829","Equatorial Guinea",4941,83,3884,"08-28-2020","Central"
"8830","Eritrea",317,0,284,"08-28-2020","East"
"8831","Eswatini",4461,91,3210,"08-28-2020","South"
"8832","Ethiopia",48140,758,17415,"08-28-2020","East"
"8833","Gabon",8505,53,7187,"08-28-2020","Central"
"8834","Gambia",2797,96,743,"08-28-2020","West"
"8835","Ghana",43949,270,42392,"08-28-2020","West"
"8836","Guinea",9251,59,8282,"08-28-2020","West"
"8837","Guinea-Bissau",2205,34,1127,"08-28-2020","West"
"8838","Kenya",33630,567,19434,"08-28-2020","East"
"8839","Lesotho",1051,31,526,"08-28-2020","South"
"8840","Liberia",1298,82,832,"08-28-2020","West"
"8841","Libya",12629,226,1310,"08-28-2020","North"
"8842","Madagascar",14696,187,13709,"08-28-2020","East"
"8843","Malawi",5523,174,3143,"08-28-2020","South"
"8844","Mali",2736,126,2055,"08-28-2020","West"
"8845","Mauritania",7012,158,6407,"08-28-2020","North"
"8846","Mauritius",355,10,335,"08-28-2020","East"
"8847","Morocco",58489,1052,43049,"08-28-2020","North"
"8848","Mozambique",3697,21,2055,"08-28-2020","South"
"8849","Namibia",6906,65,2789,"08-28-2020","South"
"8850","Niger",1175,69,1085,"08-28-2020","West"
"8851","Nigeria",53477,1011,41017,"08-28-2020","West"
"8852","Rwanda",3742,16,1866,"08-28-2020","East"
"8853","Sao Tome and Principe",895,15,848,"08-28-2020","Central"
"8854","Senegal",13384,279,9091,"08-28-2020","West"
"8855","Seychelles",136,0,127,"08-28-2020","East"
"8856","Sierra Leone",2013,70,1581,"08-28-2020","West"
"8857","Somalia",3275,95,2443,"08-28-2020","East"
"8858","South Africa",620132,13743,533935,"08-28-2020","South"
"8859","South Sudan",2518,47,1290,"08-28-2020","East"
"8860","Sudan",13082,823,6603,"08-28-2020","East"
"8861","Tanzania",509,21,183,"08-28-2020","East"
"8862","Togo",1365,27,981,"08-28-2020","West"
"8863","Tunisia",3461,74,1522,"08-28-2020","North"
"8864","Uganda",2756,28,1288,"08-28-2020","East"
"8865","Zambia",11779,283,10945,"08-28-2020","South"
"8866","Zimbabwe",6388,195,5043,"08-28-2020","West"
"8867","Algeria",43781,1491,30717,"08-29-2020","North"
"8868","Angola",2551,107,1041,"08-29-2020","South"
"8869","Benin",2145,40,1738,"08-29-2020","West"
"8870","Botswana",1562,3,199,"08-29-2020","South"
"8871","Burkina Faso",1352,55,1058,"08-29-2020","West"
"8872","Burundi",445,1,357,"08-29-2020","Central"
"8873","Cabo Verde",3778,39,2855,"08-29-2020","West"
"8874","Cameroon",19142,411,17651,"08-29-2020","Central"
"8875","Central African Republic",4700,61,1784,"08-29-2020","Central"
"8876","Chad",1008,77,878,"08-29-2020","Central"
"8877","Comoros",423,7,399,"08-29-2020","East"
"8878","Congo (Brazzaville)",3979,78,1742,"08-29-2020","Central"
"8879","Congo (Kinshasa)",10007,258,9068,"08-29-2020","Central"
"8880","Cote d'Ivoire",17893,115,16440,"08-29-2020","West"
"8881","Djibouti",5385,60,5314,"08-29-2020","East"
"8882","Egypt",98497,5376,71302,"08-29-2020","North"
"8883","Equatorial Guinea",4941,83,3884,"08-29-2020","Central"
"8884","Eritrea",318,0,284,"08-29-2020","East"
"8885","Eswatini",4510,91,3359,"08-29-2020","South"
"8886","Ethiopia",49654,770,18116,"08-29-2020","East"
"8887","Gabon",8505,53,7187,"08-29-2020","Central"
"8888","Gambia",2895,96,751,"08-29-2020","West"
"8889","Ghana",44118,270,42581,"08-29-2020","West"
"8890","Guinea",9251,59,8282,"08-29-2020","West"
"8891","Guinea-Bissau",2205,34,1127,"08-29-2020","West"
"8892","Kenya",33794,572,19590,"08-29-2020","East"
"8893","Lesotho",1051,31,526,"08-29-2020","South"
"8894","Liberia",1304,82,872,"08-29-2020","West"
"8895","Libya",12958,231,1333,"08-29-2020","North"
"8896","Madagascar",14791,190,13753,"08-29-2020","East"
"8897","Malawi",5528,174,3143,"08-29-2020","South"
"8898","Mali",2757,126,2121,"08-29-2020","West"
"8899","Mauritania",7012,158,6407,"08-29-2020","North"
"8900","Mauritius",355,10,335,"08-29-2020","East"
"8901","Morocco",60056,1078,44618,"08-29-2020","North"
"8902","Mozambique",3760,22,2078,"08-29-2020","South"
"8903","Namibia",7116,69,2817,"08-29-2020","South"
"8904","Niger",1175,69,1085,"08-29-2020","West"
"8905","Nigeria",53727,1011,41314,"08-29-2020","West"
"8906","Rwanda",3843,16,1904,"08-29-2020","East"
"8907","Sao Tome and Principe",895,15,848,"08-29-2020","Central"
"8908","Senegal",13456,282,9233,"08-29-2020","West"
"8909","Seychelles",136,0,127,"08-29-2020","East"
"8910","Sierra Leone",2019,70,1591,"08-29-2020","West"
"8911","Somalia",3310,97,2481,"08-29-2020","East"
"8912","South Africa",622551,13981,536694,"08-29-2020","South"
"8913","South Sudan",2519,47,1290,"08-29-2020","East"
"8914","Sudan",13189,823,6612,"08-29-2020","East"
"8915","Tanzania",509,21,183,"08-29-2020","East"
"8916","Togo",1390,27,990,"08-29-2020","West"
"8917","Tunisia",3572,76,1536,"08-29-2020","North"
"8918","Uganda",2847,29,1288,"08-29-2020","East"
"8919","Zambia",11902,284,11092,"08-29-2020","South"
"8920","Zimbabwe",6406,196,5056,"08-29-2020","West"
"8921","Algeria",44146,1501,30978,"08-30-2020","North"
"8922","Angola",2624,107,1063,"08-30-2020","South"
"8923","Benin",2145,40,1738,"08-30-2020","West"
"8924","Botswana",1633,6,224,"08-30-2020","South"
"8925","Burkina Faso",1357,55,1058,"08-30-2020","West"
"8926","Burundi",445,1,357,"08-30-2020","Central"
"8927","Cabo Verde",3852,40,2867,"08-30-2020","West"
"8928","Cameroon",19142,411,17651,"08-30-2020","Central"
"8929","Central African Republic",4700,61,1784,"08-30-2020","Central"
"8930","Chad",1012,77,878,"08-30-2020","Central"
"8931","Comoros",423,7,399,"08-30-2020","East"
"8932","Congo (Brazzaville)",3979,78,1742,"08-30-2020","Central"
"8933","Congo (Kinshasa)",10045,258,9103,"08-30-2020","Central"
"8934","Cote d'Ivoire",17948,115,16553,"08-30-2020","West"
"8935","Djibouti",5385,60,5319,"08-30-2020","East"
"8936","Egypt",98727,5399,72120,"08-30-2020","North"
"8937","Equatorial Guinea",4941,83,3884,"08-30-2020","Central"
"8938","Eritrea",318,0,284,"08-30-2020","East"
"8939","Eswatini",4561,91,3478,"08-30-2020","South"
"8940","Ethiopia",51122,793,18382,"08-30-2020","East"
"8941","Gabon",8505,53,7187,"08-30-2020","Central"
"8942","Gambia",2963,96,1032,"08-30-2020","West"
"8943","Ghana",44205,276,42777,"08-30-2020","West"
"8944","Guinea",9371,59,8387,"08-30-2020","West"
"8945","Guinea-Bissau",2205,34,1127,"08-30-2020","West"
"8946","Kenya",34057,574,19688,"08-30-2020","East"
"8947","Lesotho",1085,31,528,"08-30-2020","South"
"8948","Liberia",1304,82,872,"08-30-2020","West"
"8949","Libya",13423,232,1410,"08-30-2020","North"
"8950","Madagascar",14843,191,13802,"08-30-2020","East"
"8951","Malawi",5536,174,3147,"08-30-2020","South"
"8952","Mali",2773,126,2169,"08-30-2020","West"
"8953","Mauritania",7016,159,6430,"08-30-2020","North"
"8954","Mauritius",355,10,335,"08-30-2020","East"
"8955","Morocco",61399,1111,46355,"08-30-2020","North"
"8956","Mozambique",3821,23,2100,"08-30-2020","South"
"8957","Namibia",7365,72,2929,"08-30-2020","South"
"8958","Niger",1175,69,1085,"08-30-2020","West"
"8959","Nigeria",53865,1013,41513,"08-30-2020","West"
"8960","Rwanda",4020,16,1918,"08-30-2020","East"
"8961","Sao Tome and Principe",896,15,851,"08-30-2020","Central"
"8962","Senegal",13556,284,9388,"08-30-2020","West"
"8963","Seychelles",136,0,127,"08-30-2020","East"
"8964","Sierra Leone",2022,70,1594,"08-30-2020","West"
"8965","Somalia",3310,98,2481,"08-30-2020","East"
"8966","South Africa",625056,14028,538604,"08-30-2020","South"
"8967","South Sudan",2519,47,1290,"08-30-2020","East"
"8968","Sudan",13189,823,6612,"08-30-2020","East"
"8969","Tanzania",509,21,183,"08-30-2020","East"
"8970","Togo",1396,27,996,"08-30-2020","West"
"8971","Tunisia",3685,76,1562,"08-30-2020","North"
