"","Country_Region","Exposure","Date","Region","LastExposure","LastDate","lnsdi","lnurban","lnp70p","lnhhsn","lnihr2018","lnsqualty"
"112","Burundi",286,2021-01-10,"Central",279,2021-01-03,-1.3862943649292,-2.04022097587585,0,1.57484650611877,3.13549423217773,3.33220458030701
"113","Burundi",287,2021-01-11,"Central",279,2021-01-03,-1.3862943649292,-2.04022097587585,0,1.57484650611877,3.13549423217773,3.33220458030701
"114","Burundi",288,2021-01-12,"Central",279,2021-01-03,-1.3862943649292,-2.04022097587585,0,1.57484650611877,3.13549423217773,3.33220458030701
"115","Burundi",289,2021-01-13,"Central",279,2021-01-03,-1.3862943649292,-2.04022097587585,0,1.57484650611877,3.13549423217773,3.33220458030701
"116","Burundi",290,2021-01-14,"Central",279,2021-01-03,-1.3862943649292,-2.04022097587585,0,1.57484650611877,3.13549423217773,3.33220458030701
"117","Burundi",291,2021-01-15,"Central",279,2021-01-03,-1.3862943649292,-2.04022097587585,0,1.57484650611877,3.13549423217773,3.33220458030701
"118","Burundi",292,2021-01-16,"Central",279,2021-01-03,-1.3862943649292,-2.04022097587585,0,1.57484650611877,3.13549423217773,3.33220458030701
"119","Burundi",293,2021-01-17,"Central",279,2021-01-03,-1.3862943649292,-2.04022097587585,0,1.57484650611877,3.13549423217773,3.33220458030701
"120","Burundi",294,2021-01-18,"Central",279,2021-01-03,-1.3862943649292,-2.04022097587585,0,1.57484650611877,3.13549423217773,3.33220458030701
"121","Burundi",295,2021-01-19,"Central",279,2021-01-03,-1.3862943649292,-2.04022097587585,0,1.57484650611877,3.13549423217773,3.33220458030701
"122","Burundi",296,2021-01-20,"Central",279,2021-01-03,-1.3862943649292,-2.04022097587585,0,1.57484650611877,3.13549423217773,3.33220458030701
"123","Burundi",297,2021-01-21,"Central",279,2021-01-03,-1.3862943649292,-2.04022097587585,0,1.57484650611877,3.13549423217773,3.33220458030701
"124","Burundi",298,2021-01-22,"Central",279,2021-01-03,-1.3862943649292,-2.04022097587585,0,1.57484650611877,3.13549423217773,3.33220458030701
"125","Burundi",299,2021-01-23,"Central",279,2021-01-03,-1.3862943649292,-2.04022097587585,0,1.57484650611877,3.13549423217773,3.33220458030701
"126","Burundi",300,2021-01-24,"Central",279,2021-01-03,-1.3862943649292,-2.04022097587585,0,1.57484650611877,3.13549423217773,3.33220458030701
"127","Cabo Verde",291,2021-01-04,"West",290,2021-01-03,NA,NA,NA,NA,NA,NA
"128","Cabo Verde",292,2021-01-05,"West",290,2021-01-03,NA,NA,NA,NA,NA,NA
"129","Cabo Verde",293,2021-01-06,"West",290,2021-01-03,NA,NA,NA,NA,NA,NA
"130","Cabo Verde",294,2021-01-07,"West",290,2021-01-03,NA,NA,NA,NA,NA,NA
"131","Cabo Verde",295,2021-01-08,"West",290,2021-01-03,NA,NA,NA,NA,NA,NA
"132","Cabo Verde",296,2021-01-09,"West",290,2021-01-03,NA,NA,NA,NA,NA,NA
